Signal ID: SchlafProfil\profil
Start Time: 26.06.2020 23:24:30
Unit: 
Signal Type: Discret
Events list: N3,N2,N1,Rem,Wach,Artefakt
Rate: 30 s

04:34:00,000; Rem
04:34:30,000; Rem
04:35:00,000; Rem
04:35:30,000; Rem
04:36:00,000; Rem
04:36:30,000; Rem
04:37:00,000; Rem
04:37:30,000; Rem
04:38:00,000; Rem
04:38:30,000; Rem
04:39:00,000; Rem
04:39:30,000; Rem
04:40:00,000; Rem
04:40:30,000; N1
04:41:00,000; N1
04:41:30,000; N1
04:42:00,000; N1
04:42:30,000; N1
04:43:00,000; N1
04:43:30,000; N1
04:44:00,000; N1
04:44:30,000; N1
04:45:00,000; N1
04:45:30,000; Wach
04:46:00,000; Wach
04:46:30,000; Wach
04:47:00,000; N1
04:47:30,000; N1
04:48:00,000; N1
04:48:30,000; N1
04:49:00,000; N1
04:49:30,000; N1
04:50:00,000; Wach
04:50:30,000; Wach
04:51:00,000; Wach
04:51:30,000; N1
04:52:00,000; N1
04:52:30,000; N1
04:53:00,000; N1
04:53:30,000; N1
04:54:00,000; N1
04:54:30,000; N1
04:55:00,000; N1
04:55:30,000; N1
04:56:00,000; N1
04:56:30,000; N1
04:57:00,000; N2
04:57:30,000; N2
04:58:00,000; N2
04:58:30,000; N2
04:59:00,000; N2
04:59:30,000; N2
05:00:00,000; N2
05:00:30,000; N2
05:01:00,000; N2
05:01:30,000; N2
05:02:00,000; N2
05:02:30,000; N2
05:03:00,000; N2
05:03:30,000; N2
05:04:00,000; N2
05:04:30,000; N2
05:05:00,000; N2
05:05:30,000; N2
05:06:00,000; N2
05:06:30,000; N2
05:07:00,000; N2
05:07:30,000; N2
05:08:00,000; N2
05:08:30,000; N2
05:09:00,000; N2
05:09:30,000; N2
05:10:00,000; N2
05:10:30,000; N2
05:11:00,000; N2
05:11:30,000; N2
05:12:00,000; N2
05:12:30,000; N2
05:13:00,000; N2
05:13:30,000; N2
05:14:00,000; N2
05:14:30,000; N2
05:15:00,000; N2
05:15:30,000; N2
05:16:00,000; N2
05:16:30,000; Wach
05:17:00,000; Wach
05:17:30,000; Wach
05:18:00,000; Wach
05:18:30,000; Wach
05:19:00,000; Wach
05:19:30,000; Wach
05:20:00,000; N1
05:20:30,000; N1
05:21:00,000; N1
05:21:30,000; N1
05:22:00,000; N1
05:22:30,000; N1
05:23:00,000; N1
05:23:30,000; N1
05:24:00,000; N2
05:24:30,000; N2
05:25:00,000; N2
05:25:30,000; Wach
05:26:00,000; Wach
05:26:30,000; Wach
05:27:00,000; Wach
05:27:30,000; Wach
05:28:00,000; Wach
05:28:30,000; N1
05:29:00,000; N1
05:29:30,000; N1
05:30:00,000; Wach
05:30:30,000; Wach
05:31:00,000; Wach
05:31:30,000; Wach
05:32:00,000; Wach
05:32:30,000; Wach
05:33:00,000; Wach
05:33:30,000; Wach
05:34:00,000; Wach
05:34:30,000; Wach
05:35:00,000; Wach
05:35:30,000; Wach
05:36:00,000; Wach
05:36:30,000; Wach
05:37:00,000; Wach
05:37:30,000; Wach
05:38:00,000; Wach
05:38:30,000; Wach
05:39:00,000; Wach
05:39:30,000; Wach
05:40:00,000; Wach
05:40:30,000; Wach
05:41:00,000; N1
05:41:30,000; N1
05:42:00,000; N1
05:42:30,000; N1
05:43:00,000; N1
05:43:30,000; N1
05:44:00,000; N1
05:44:30,000; Wach
05:45:00,000; Wach
05:45:30,000; Wach
05:46:00,000; Wach
05:46:30,000; Wach
05:47:00,000; Wach
05:47:30,000; Wach
05:48:00,000; Wach
05:48:30,000; Wach
05:49:00,000; Wach
05:49:30,000; N1
05:50:00,000; N1
05:50:30,000; N1
05:51:00,000; N1
05:51:30,000; N1
05:52:00,000; N1
05:52:30,000; N1
05:53:00,000; Rem
05:53:30,000; Rem
05:54:00,000; Rem
05:54:30,000; Rem
05:55:00,000; Rem
05:55:30,000; Rem
05:56:00,000; Rem
05:56:30,000; Rem
05:57:00,000; Rem
05:57:30,000; Rem
05:58:00,000; Rem
05:58:30,000; Rem
05:59:00,000; Rem
05:59:30,000; Rem
06:00:00,000; Rem
06:00:30,000; Rem
06:01:00,000; Rem
06:01:30,000; Rem
06:02:00,000; Rem
06:02:30,000; Rem
06:03:00,000; Rem
06:03:30,000; Rem
06:04:00,000; Rem
06:04:30,000; Rem
06:05:00,000; Rem
06:05:30,000; Rem
06:06:00,000; N1
06:06:30,000; Wach
06:07:00,000; Wach
06:07:30,000; N1
06:08:00,000; N1
06:08:30,000; N1
06:09:00,000; N1
06:09:30,000; Rem
06:10:00,000; Rem
06:10:30,000; Rem
06:11:00,000; Rem
06:11:30,000; Rem
06:12:00,000; Rem
06:12:30,000; Rem
06:13:00,000; Rem
06:13:30,000; Rem
06:14:00,000; Rem
06:14:30,000; Rem
06:15:00,000; Rem
06:15:30,000; Rem
06:16:00,000; Rem
06:16:30,000; Rem
06:17:00,000; Rem
06:17:30,000; Rem
06:18:00,000; Rem
06:18:30,000; Rem
06:19:00,000; Rem
06:19:30,000; Rem
06:20:00,000; Rem
06:20:30,000; Rem
06:21:00,000; Rem
06:21:30,000; Rem
06:22:00,000; Rem
06:22:30,000; Rem
06:23:00,000; Rem
06:23:30,000; Rem
06:24:00,000; Rem
06:24:30,000; Rem
06:25:00,000; Rem
06:25:30,000; Rem
06:26:00,000; Rem
06:26:30,000; Rem
06:27:00,000; Rem
06:27:30,000; Rem
06:28:00,000; Rem
06:28:30,000; Rem
06:29:00,000; Rem
06:29:30,000; Rem
06:30:00,000; Rem
06:30:30,000; Rem
06:31:00,000; Rem
06:31:30,000; Rem
06:32:00,000; Rem
06:32:30,000; Rem
06:33:00,000; Rem
06:33:30,000; Rem
06:34:00,000; Rem
06:34:30,000; Rem
06:35:00,000; Rem
06:35:30,000; Rem
06:36:00,000; Rem
06:36:30,000; Rem
06:37:00,000; Rem
06:37:30,000; Rem
06:38:00,000; Rem
06:38:30,000; Rem
06:39:00,000; Wach
06:39:30,000; Wach
06:40:00,000; Wach
06:40:30,000; Wach
06:41:00,000; N1
06:41:30,000; N1
06:42:00,000; N1
06:42:30,000; N1
06:43:00,000; N1
06:43:30,000; N1
06:44:00,000; N1
06:44:30,000; N1
06:45:00,000; N2
06:45:30,000; Wach
06:46:00,000; Wach
06:46:30,000; Wach
06:47:00,000; Wach
06:47:30,000; Wach
06:48:00,000; Wach
06:48:30,000; Wach
06:49:00,000; Wach
06:49:30,000; Wach
06:50:00,000; Wach
06:50:30,000; Wach
06:51:00,000; Wach
06:51:30,000; Wach
06:52:00,000; Wach
06:52:30,000; Wach
06:53:00,000; Wach
06:53:30,000; Wach
06:54:00,000; Wach
06:54:30,000; Wach
06:55:00,000; Wach
06:55:30,000; Wach
06:56:00,000; Wach
06:56:30,000; Wach
06:57:00,000; Wach
06:57:30,000; Wach
06:58:00,000; Wach
06:58:30,000; Wach
06:59:00,000; Wach
