Signal ID: SchlafProfil\profil
Start Time: 26.06.2020 23:24:30
Unit: 
Signal Type: Discret
Events list: N3,N2,N1,Rem,Wach,Artefakt
Rate: 30 s

23:24:30,000; Wach
23:25:00,000; Wach
23:25:30,000; Wach
23:26:00,000; Wach
23:26:30,000; Wach
23:27:00,000; Wach
23:27:30,000; Wach
23:28:00,000; Wach
23:28:30,000; Wach
23:29:00,000; Wach
23:29:30,000; Wach
23:30:00,000; Wach
23:30:30,000; Wach
23:31:00,000; Wach
23:31:30,000; Wach
23:32:00,000; Wach
23:32:30,000; Wach
23:33:00,000; Wach
23:33:30,000; Wach
23:34:00,000; Wach
23:34:30,000; Wach
23:35:00,000; Wach
23:35:30,000; Wach
23:36:00,000; Wach
23:36:30,000; Wach
23:37:00,000; Wach
23:37:30,000; Wach
23:38:00,000; Wach
23:38:30,000; Wach
23:39:00,000; Wach
23:39:30,000; Wach
23:40:00,000; N1
23:40:30,000; N1
23:41:00,000; N1
23:41:30,000; N1
23:42:00,000; N1
23:42:30,000; N1
23:43:00,000; N1
23:43:30,000; N2
23:44:00,000; N2
23:44:30,000; N2
23:45:00,000; N2
23:45:30,000; N2
23:46:00,000; N2
23:46:30,000; N2
23:47:00,000; N2
23:47:30,000; N2
23:48:00,000; N2
23:48:30,000; N2
23:49:00,000; N2
23:49:30,000; N3
23:50:00,000; N3
23:50:30,000; N3
23:51:00,000; N3
23:51:30,000; N3
23:52:00,000; N3
23:52:30,000; N3
23:53:00,000; N3
23:53:30,000; N3
23:54:00,000; N3
23:54:30,000; N3
23:55:00,000; N3
23:55:30,000; N3
23:56:00,000; N3
23:56:30,000; N3
23:57:00,000; N3
23:57:30,000; N3
23:58:00,000; N3
23:58:30,000; N3
23:59:00,000; N3
23:59:30,000; N3
00:00:00,000; N3
00:00:30,000; N3
00:01:00,000; N3
00:01:30,000; N3
00:02:00,000; N3
00:02:30,000; N3
00:03:00,000; N3
00:03:30,000; N3
00:04:00,000; N3
00:04:30,000; N3
00:05:00,000; N3
00:05:30,000; N3
00:06:00,000; N3
00:06:30,000; N3
00:07:00,000; N3
00:07:30,000; N3
00:08:00,000; N3
00:08:30,000; N3
00:09:00,000; N3
00:09:30,000; N3
00:10:00,000; N3
00:10:30,000; N1
00:11:00,000; N2
00:11:30,000; N2
00:12:00,000; N2
00:12:30,000; N2
00:13:00,000; N2
00:13:30,000; N2
00:14:00,000; N2
00:14:30,000; N2
00:15:00,000; N2
00:15:30,000; N2
00:16:00,000; N2
00:16:30,000; N3
00:17:00,000; N3
00:17:30,000; N3
00:18:00,000; N3
00:18:30,000; N3
00:19:00,000; N2
00:19:30,000; N2
00:20:00,000; Wach
00:20:30,000; Wach
00:21:00,000; Wach
00:21:30,000; Wach
00:22:00,000; Wach
00:22:30,000; Wach
00:23:00,000; Wach
00:23:30,000; Wach
00:24:00,000; Wach
00:24:30,000; Wach
00:25:00,000; Wach
00:25:30,000; Wach
00:26:00,000; Wach
00:26:30,000; Wach
00:27:00,000; Wach
00:27:30,000; Wach
00:28:00,000; Wach
00:28:30,000; Wach
00:29:00,000; Wach
00:29:30,000; Wach
00:30:00,000; N1
00:30:30,000; N1
00:31:00,000; N1
00:31:30,000; N1
00:32:00,000; N1
00:32:30,000; N1
00:33:00,000; N1
00:33:30,000; N1
00:34:00,000; N1
00:34:30,000; N2
00:35:00,000; N2
00:35:30,000; N2
00:36:00,000; N2
00:36:30,000; N2
00:37:00,000; N2
00:37:30,000; N2
00:38:00,000; N2
00:38:30,000; N2
00:39:00,000; N2
00:39:30,000; N2
00:40:00,000; N2
00:40:30,000; N2
00:41:00,000; N2
00:41:30,000; N2
00:42:00,000; N2
00:42:30,000; N2
00:43:00,000; N2
00:43:30,000; N2
00:44:00,000; N2
00:44:30,000; N2
00:45:00,000; N2
00:45:30,000; N2
00:46:00,000; N2
00:46:30,000; N2
00:47:00,000; N2
00:47:30,000; N3
00:48:00,000; N3
00:48:30,000; N3
00:49:00,000; N3
00:49:30,000; N3
00:50:00,000; N3
00:50:30,000; N3
00:51:00,000; N3
00:51:30,000; N3
00:52:00,000; N3
00:52:30,000; N3
00:53:00,000; N3
00:53:30,000; N3
00:54:00,000; N3
00:54:30,000; N3
00:55:00,000; N3
00:55:30,000; N3
00:56:00,000; N3
00:56:30,000; N3
00:57:00,000; N3
00:57:30,000; N3
00:58:00,000; N3
00:58:30,000; N3
00:59:00,000; N3
00:59:30,000; N3
01:00:00,000; N3
01:00:30,000; N3
01:01:00,000; N3
01:01:30,000; N3
01:02:00,000; N3
01:02:30,000; N3
01:03:00,000; N3
01:03:30,000; N3
01:04:00,000; N3
01:04:30,000; N3
01:05:00,000; N3
01:05:30,000; N3
01:06:00,000; N3
01:06:30,000; N3
01:07:00,000; N3
01:07:30,000; N3
01:08:00,000; N3
01:08:30,000; N3
01:09:00,000; N3
01:09:30,000; N3
01:10:00,000; N3
01:10:30,000; N3
01:11:00,000; N3
01:11:30,000; N3
01:12:00,000; N3
01:12:30,000; N3
01:13:00,000; N3
01:13:30,000; N3
01:14:00,000; N3
01:14:30,000; N3
01:15:00,000; N3
01:15:30,000; N3
01:16:00,000; N3
01:16:30,000; N3
01:17:00,000; N3
01:17:30,000; N3
01:18:00,000; Wach
01:18:30,000; Wach
01:19:00,000; Wach
01:19:30,000; Wach
01:20:00,000; Wach
01:20:30,000; N1
01:21:00,000; N1
01:21:30,000; N1
01:22:00,000; N1
01:22:30,000; N1
01:23:00,000; N1
01:23:30,000; N1
01:24:00,000; N1
01:24:30,000; N1
01:25:00,000; N2
01:25:30,000; N2
01:26:00,000; Rem
01:26:30,000; Rem
01:27:00,000; Rem
01:27:30,000; Rem
01:28:00,000; Rem
01:28:30,000; Rem
01:29:00,000; Rem
01:29:30,000; Rem
01:30:00,000; Rem
01:30:30,000; Rem
01:31:00,000; Rem
01:31:30,000; Rem
01:32:00,000; Rem
01:32:30,000; Rem
01:33:00,000; Rem
01:33:30,000; Rem
01:34:00,000; Rem
01:34:30,000; Rem
01:35:00,000; Rem
01:35:30,000; Rem
01:36:00,000; Rem
01:36:30,000; Rem
01:37:00,000; Rem
01:37:30,000; Rem
01:38:00,000; Rem
01:38:30,000; Rem
01:39:00,000; Rem
01:39:30,000; Rem
01:40:00,000; Rem
01:40:30,000; Rem
01:41:00,000; Rem
01:41:30,000; Rem
01:42:00,000; Rem
01:42:30,000; Rem
01:43:00,000; Rem
01:43:30,000; Rem
01:44:00,000; Rem
01:44:30,000; Rem
01:45:00,000; Rem
01:45:30,000; Rem
01:46:00,000; Rem
01:46:30,000; Rem
01:47:00,000; Rem
01:47:30,000; Rem
01:48:00,000; Rem
01:48:30,000; N2
01:49:00,000; N2
01:49:30,000; N2
01:50:00,000; N2
01:50:30,000; N2
01:51:00,000; N2
01:51:30,000; N2
01:52:00,000; N2
01:52:30,000; N2
01:53:00,000; N2
01:53:30,000; N2
01:54:00,000; N2
01:54:30,000; N2
01:55:00,000; N2
01:55:30,000; N2
01:56:00,000; N2
01:56:30,000; N2
01:57:00,000; N2
01:57:30,000; N1
01:58:00,000; N1
01:58:30,000; N1
01:59:00,000; N1
01:59:30,000; N2
02:00:00,000; N2
02:00:30,000; N2
02:01:00,000; N2
02:01:30,000; N2
02:02:00,000; N2
02:02:30,000; N1
02:03:00,000; Wach
02:03:30,000; Wach
02:04:00,000; Wach
02:04:30,000; Wach
02:05:00,000; Wach
02:05:30,000; N1
02:06:00,000; N1
02:06:30,000; N1
02:07:00,000; N1
02:07:30,000; N1
02:08:00,000; N1
02:08:30,000; N1
02:09:00,000; N1
02:09:30,000; N1
02:10:00,000; N1
02:10:30,000; N1
02:11:00,000; N1
02:11:30,000; N1
02:12:00,000; N1
02:12:30,000; N1
02:13:00,000; N2
02:13:30,000; N2
02:14:00,000; N2
02:14:30,000; N2
02:15:00,000; N2
02:15:30,000; N2
02:16:00,000; N2
02:16:30,000; N2
02:17:00,000; N2
02:17:30,000; N2
02:18:00,000; N2
02:18:30,000; N2
02:19:00,000; N2
02:19:30,000; N2
02:20:00,000; N2
02:20:30,000; N2
02:21:00,000; N2
02:21:30,000; N2
02:22:00,000; N3
02:22:30,000; N3
02:23:00,000; N3
02:23:30,000; N3
02:24:00,000; N3
02:24:30,000; N3
02:25:00,000; N3
02:25:30,000; N3
02:26:00,000; N3
02:26:30,000; N3
02:27:00,000; N3
02:27:30,000; N3
02:28:00,000; N3
02:28:30,000; N3
02:29:00,000; N3
02:29:30,000; N3
02:30:00,000; N2
02:30:30,000; N2
02:31:00,000; N2
02:31:30,000; N2
02:32:00,000; N2
02:32:30,000; N2
02:33:00,000; N2
02:33:30,000; N2
02:34:00,000; N2
02:34:30,000; N2
02:35:00,000; N2
02:35:30,000; N2
02:36:00,000; N2
02:36:30,000; N2
02:37:00,000; N3
02:37:30,000; N3
02:38:00,000; N3
02:38:30,000; N3
02:39:00,000; N3
02:39:30,000; N3
02:40:00,000; N3
02:40:30,000; N3
02:41:00,000; N3
02:41:30,000; N3
02:42:00,000; N3
02:42:30,000; N3
02:43:00,000; N3
02:43:30,000; N3
02:44:00,000; N3
02:44:30,000; N3
02:45:00,000; N2
02:45:30,000; N2
02:46:00,000; N2
02:46:30,000; N2
02:47:00,000; N2
02:47:30,000; N2
02:48:00,000; N2
02:48:30,000; N2
02:49:00,000; N2
02:49:30,000; N2
02:50:00,000; N2
02:50:30,000; N2
02:51:00,000; N2
02:51:30,000; N2
02:52:00,000; N2
02:52:30,000; N2
02:53:00,000; N2
02:53:30,000; N2
02:54:00,000; N2
02:54:30,000; N2
02:55:00,000; N2
02:55:30,000; N2
02:56:00,000; Wach
02:56:30,000; Wach
02:57:00,000; Wach
02:57:30,000; Wach
02:58:00,000; N1
02:58:30,000; N1
02:59:00,000; N1
02:59:30,000; N1
03:00:00,000; N1
03:00:30,000; N1
03:01:00,000; N1
03:01:30,000; N1
03:02:00,000; N1
03:02:30,000; N1
03:03:00,000; N1
03:03:30,000; N1
03:04:00,000; N1
03:04:30,000; N1
03:05:00,000; N1
03:05:30,000; Rem
03:06:00,000; Rem
03:06:30,000; Rem
03:07:00,000; Rem
03:07:30,000; Rem
03:08:00,000; Rem
03:08:30,000; Rem
03:09:00,000; Rem
03:09:30,000; Rem
03:10:00,000; Rem
03:10:30,000; Rem
03:11:00,000; Rem
03:11:30,000; Rem
03:12:00,000; Rem
03:12:30,000; Rem
03:13:00,000; Rem
03:13:30,000; Rem
03:14:00,000; Rem
03:14:30,000; Rem
03:15:00,000; Rem
03:15:30,000; Rem
03:16:00,000; Rem
03:16:30,000; Rem
03:17:00,000; Rem
03:17:30,000; Rem
03:18:00,000; Rem
03:18:30,000; Rem
03:19:00,000; Rem
03:19:30,000; Rem
03:20:00,000; Rem
03:20:30,000; Rem
03:21:00,000; Rem
03:21:30,000; Wach
03:22:00,000; Wach
03:22:30,000; Wach
03:23:00,000; Wach
03:23:30,000; Wach
03:24:00,000; Wach
03:24:30,000; Wach
03:25:00,000; Wach
03:25:30,000; Wach
03:26:00,000; Wach
03:26:30,000; Wach
03:27:00,000; Wach
03:27:30,000; Wach
03:28:00,000; Wach
03:28:30,000; N1
03:29:00,000; N1
03:29:30,000; N1
03:30:00,000; N1
03:30:30,000; N1
03:31:00,000; N1
03:31:30,000; N1
03:32:00,000; N1
03:32:30,000; N1
03:33:00,000; N1
03:33:30,000; N1
03:34:00,000; N1
03:34:30,000; N1
03:35:00,000; N1
03:35:30,000; N1
03:36:00,000; N1
03:36:30,000; N1
03:37:00,000; N1
03:37:30,000; N1
03:38:00,000; N1
03:38:30,000; N1
03:39:00,000; N2
03:39:30,000; N2
03:40:00,000; N1
03:40:30,000; N1
03:41:00,000; N1
03:41:30,000; N1
03:42:00,000; N1
03:42:30,000; N1
03:43:00,000; N1
03:43:30,000; N1
03:44:00,000; N1
03:44:30,000; N1
03:45:00,000; N1
03:45:30,000; N2
03:46:00,000; N2
03:46:30,000; N2
03:47:00,000; N2
03:47:30,000; N2
03:48:00,000; N2
03:48:30,000; N2
03:49:00,000; N2
03:49:30,000; N2
03:50:00,000; N2
03:50:30,000; N2
03:51:00,000; N2
03:51:30,000; N2
03:52:00,000; N2
03:52:30,000; N2
03:53:00,000; N2
03:53:30,000; N2
03:54:00,000; N2
03:54:30,000; N2
03:55:00,000; N2
03:55:30,000; N2
03:56:00,000; N2
03:56:30,000; N2
03:57:00,000; N2
03:57:30,000; N2
03:58:00,000; N2
03:58:30,000; N2
03:59:00,000; N2
03:59:30,000; N2
04:00:00,000; N2
04:00:30,000; N2
04:01:00,000; N2
04:01:30,000; N2
04:02:00,000; N2
04:02:30,000; N2
04:03:00,000; N2
04:03:30,000; N2
04:04:00,000; N2
04:04:30,000; N2
04:05:00,000; N2
04:05:30,000; N2
04:06:00,000; N2
04:06:30,000; N2
04:07:00,000; N2
04:07:30,000; N2
04:08:00,000; N2
04:08:30,000; N2
04:09:00,000; N3
04:09:30,000; N3
04:10:00,000; N3
04:10:30,000; N3
04:11:00,000; N1
04:11:30,000; N1
04:12:00,000; N1
04:12:30,000; N1
04:13:00,000; N1
04:13:30,000; N1
04:14:00,000; N1
04:14:30,000; N1
04:15:00,000; N2
04:15:30,000; N2
04:16:00,000; N2
04:16:30,000; N2
04:17:00,000; N2
04:17:30,000; N2
04:18:00,000; N2
04:18:30,000; N2
04:19:00,000; N2
04:19:30,000; N2
04:20:00,000; N2
04:20:30,000; N2
04:21:00,000; N2
04:21:30,000; N2
04:22:00,000; N2
04:22:30,000; N2
04:23:00,000; N2
04:23:30,000; Rem
04:24:00,000; Rem
04:24:30,000; Rem
04:25:00,000; Rem
04:25:30,000; Rem
04:26:00,000; Rem
04:26:30,000; Rem
04:27:00,000; Rem
04:27:30,000; Rem
04:28:00,000; Rem
04:28:30,000; Rem
04:29:00,000; Rem
04:29:30,000; Rem
04:30:00,000; Rem
04:30:30,000; Rem
04:31:00,000; Rem
04:31:30,000; Rem
04:32:00,000; Rem
04:32:30,000; Rem
04:33:00,000; Rem
04:33:30,000; Rem
